,Airline Name,Date of journey,Source,Destination,Departure Time,Arrival Time,Duration,Total Stops,Price
1124,Air Asia,"Thu, 7 Oct",Bangalore,Kolkata,07:20,15:50,8h 30m,2 Stop(s),"6,548"
1125,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,19:40,22:05,2h 25m,Non Stop,"6,753"
1126,Go First,"Thu, 7 Oct",Bangalore,Kolkata,17:35,19:55,2h 20m,Non Stop,"6,909"
1127,Go First,"Thu, 7 Oct",Bangalore,Kolkata,05:40,08:05,2h 25m,Non Stop,"6,909"
1128,Air Asia,"Thu, 7 Oct",Bangalore,Kolkata,09:15,19:25,10h 10m,1 Stop,"7,005"
1129,Air Asia,"Thu, 7 Oct",Bangalore,Kolkata,07:35,19:25,11h 50m,1 Stop,"7,005"
1130,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,21:45,"00:20
+ 1 day",2h 35m,Non Stop,"7,278"
1131,Air Asia,"Thu, 7 Oct",Bangalore,Kolkata,18:45,21:20,2h 35m,Non Stop,"7,304"
1132,Air Asia,"Thu, 7 Oct",Bangalore,Kolkata,23:10,"01:35
+ 1 day",2h 25m,Non Stop,"7,830"
1133,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,08:45,14:20,5h 35m,1 Stop,"7,919"
1134,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,06:45,12:25,5h 40m,1 Stop,"7,919"
1135,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,05:35,11:50,6h 15m,1 Stop,"7,919"
1136,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,05:35,14:20,8h 45m,1 Stop,"7,919"
1137,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,06:40,16:10,9h 30m,1 Stop,"7,919"
1138,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,08:45,19:50,11h 05m,1 Stop,"7,919"
1139,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,10:10,19:25,9h 15m,1 Stop,"8,375"
1140,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,22:00,"07:50
+ 1 day",9h 50m,1 Stop,"9,289"
1141,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,18:20,"00:30
+ 1 day",6h 10m,1 Stop,"10,166"
1142,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,15:00,"00:30
+ 1 day",9h 30m,1 Stop,"10,166"
1143,SpiceJet,"Thu, 7 Oct",Bangalore,Kolkata,19:55,"08:25
+ 1 day",12h 30m,1 Stop,"11,374"
1144,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,14:50,19:15,4h 25m,1 Stop,"11,478"
1145,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,11:00,19:15,8h 15m,1 Stop,"11,531"
1146,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,10:00,19:15,9h 15m,1 Stop,"11,531"
1147,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,08:50,19:15,10h 25m,1 Stop,"11,531"
1148,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,14:40,22:40,8h 00m,2 Stop(s),"11,625"
1149,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,16:25,21:30,5h 05m,1 Stop,"12,213"
1150,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,14:50,21:30,6h 40m,1 Stop,"12,213"
1151,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,21:45,"07:35
+ 1 day",9h 50m,1 Stop,"12,213"
1152,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,09:30,16:50,7h 20m,2 Stop(s),"12,214"
1153,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,07:45,16:50,9h 05m,2 Stop(s),"12,214"
1154,Air India,"Thu, 7 Oct",Bangalore,Kolkata,19:10,"12:10
+ 1 day",17h 00m,2 Stop(s),"12,214"
1155,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,19:55,"16:55
+ 1 day",21h 00m,1 Stop,"12,214"
1156,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,18:25,"16:55
+ 1 day",22h 30m,1 Stop,"12,214"
1157,Air India,"Thu, 7 Oct",Bangalore,Kolkata,08:35,"12:10
+ 1 day",27h 35m,2 Stop(s),"12,214"
1158,Air India,"Thu, 7 Oct",Bangalore,Kolkata,06:40,"12:10
+ 1 day",29h 30m,2 Stop(s),"12,214"
1159,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,11:00,21:30,10h 30m,1 Stop,"12,266"
1160,Air India,"Thu, 7 Oct",Bangalore,Kolkata,08:35,"14:50
+ 1 day",30h 15m,3 Stop(s),"12,385"
1161,Air India,"Thu, 7 Oct",Bangalore,Kolkata,06:40,"14:50
+ 1 day",32h 10m,3 Stop(s),"12,385"
1162,Air India,"Thu, 7 Oct",Bangalore,Kolkata,17:40,"12:10
+ 1 day",18h 30m,1 Stop,"12,455"
1163,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,20:20,"07:35
+ 1 day",11h 15m,1 Stop,"12,476"
1164,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,11:00,15:55,4h 55m,1 Stop,"12,791"
1165,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,10:00,15:55,5h 55m,1 Stop,"12,791"
1166,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,08:50,15:55,7h 05m,1 Stop,"12,791"
1167,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,07:20,15:55,8h 35m,1 Stop,"13,001"
1168,Air Asia,"Thu, 7 Oct",Bangalore,Kolkata,16:15,"00:55
+ 1 day",8h 40m,1 Stop,"13,054"
1169,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,16:25,22:40,6h 15m,1 Stop,"13,263"
1170,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,14:50,22:40,7h 50m,1 Stop,"13,263"
1171,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,21:45,"08:30
+ 1 day",10h 45m,1 Stop,"13,263"
1172,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,08:00,22:45,14h 45m,1 Stop,"13,264"
1173,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,07:00,22:45,15h 45m,1 Stop,"13,264"
1174,Air Asia,"Thu, 7 Oct",Bangalore,Kolkata,16:05,"00:55
+ 1 day",8h 50m,2 Stop(s),"13,473"
1175,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,11:30,22:45,11h 15m,1 Stop,"13,474"
1176,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,19:55,"09:45
+ 1 day",13h 50m,1 Stop,"13,579"
1177,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,18:25,"09:45
+ 1 day",15h 20m,1 Stop,"13,579"
1178,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,09:30,"09:45
+ 1 day",24h 15m,1 Stop,"13,579"
1179,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,07:45,"09:45
+ 1 day",26h 00m,1 Stop,"13,579"
1180,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,21:10,"08:20
+ 1 day",11h 10m,1 Stop,"13,789"
1181,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,19:40,"08:20
+ 1 day",12h 40m,1 Stop,"13,789"
1182,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,17:55,"08:20
+ 1 day",14h 25m,1 Stop,"13,789"
1183,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,08:00,"08:20
+ 1 day",24h 20m,1 Stop,"13,789"
1184,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,07:00,"08:20
+ 1 day",25h 20m,1 Stop,"13,789"
1185,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,11:30,"08:20
+ 1 day",20h 50m,1 Stop,"13,999"
1186,Air India,"Thu, 7 Oct",Bangalore,Kolkata,06:10,"14:50
+ 1 day",32h 40m,3 Stop(s),"14,002"
1187,Air India,"Thu, 7 Oct",Bangalore,Kolkata,10:25,"14:50
+ 1 day",28h 25m,2 Stop(s),"14,150"
1188,Air India,"Thu, 7 Oct",Bangalore,Kolkata,06:10,"14:50
+ 1 day",32h 40m,2 Stop(s),"14,150"
1189,Air India,"Thu, 7 Oct",Bangalore,Kolkata,10:25,"12:10
+ 1 day",25h 45m,2 Stop(s),"14,243"
1190,Air India,"Thu, 7 Oct",Bangalore,Kolkata,06:10,"12:10
+ 1 day",30h 00m,2 Stop(s),"14,243"
1191,Air India,"Thu, 7 Oct",Bangalore,Kolkata,06:10,"12:10
+ 1 day",30h 00m,2 Stop(s),"14,243"
1192,Air India,"Thu, 7 Oct",Bangalore,Kolkata,06:10,"12:10
+ 1 day",30h 00m,2 Stop(s),"14,243"
1193,Air India,"Thu, 7 Oct",Bangalore,Kolkata,12:00,14:25,2h 25m,Non Stop,"14,314"
1194,Go First,"Thu, 7 Oct",Bangalore,Kolkata,09:30,21:55,12h 25m,1 Stop,"14,390"
1195,SpiceJet,"Thu, 7 Oct",Bangalore,Kolkata,19:10,"20:20
+ 1 day",25h 10m,1 Stop,"14,391"
1196,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,21:10,"09:35
+ 1 day",12h 25m,1 Stop,"14,629"
1197,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,19:40,"09:35
+ 1 day",13h 55m,1 Stop,"14,629"
1198,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,17:55,"09:35
+ 1 day",15h 40m,1 Stop,"14,629"
1199,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,09:40,14:40,5h 00m,1 Stop,"14,943"
1200,Air India,"Thu, 7 Oct",Bangalore,Kolkata,18:45,"08:05
+ 1 day",13h 20m,1 Stop,"15,049"
1201,Air India,"Thu, 7 Oct",Bangalore,Kolkata,07:05,"08:05
+ 1 day",25h 00m,2 Stop(s),"15,049"
1202,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,08:00,19:35,11h 35m,1 Stop,"15,154"
1203,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,07:00,19:35,12h 35m,1 Stop,"15,154"
1204,Air Asia,"Thu, 7 Oct",Bangalore,Kolkata,05:00,12:00,7h 00m,1 Stop,"15,158"
1205,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,11:30,19:35,8h 05m,1 Stop,"15,364"
1206,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,19:55,"19:45
+ 1 day",23h 50m,1 Stop,"15,784"
1207,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,18:25,"19:45
+ 1 day",25h 20m,1 Stop,"15,784"
1208,IndiGo,"Thu, 7 Oct",Bangalore,Kolkata,14:50,22:50,8h 00m,1 Stop,"15,888"
1209,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,21:10,"19:35
+ 1 day",22h 25m,1 Stop,"15,889"
1210,Vistara,"Thu, 7 Oct",Bangalore,Kolkata,11:00,19:35,8h 35m,2 Stop(s),"18,199"
1211,Air India,"Thu, 7 Oct",Bangalore,Kolkata,13:20,"14:50
+ 1 day",25h 30m,3 Stop(s),"18,738"
1212,Air India,"Thu, 7 Oct",Bangalore,Kolkata,10:25,"14:50
+ 1 day",28h 25m,3 Stop(s),"18,738"
1213,Air India,"Thu, 7 Oct",Bangalore,Kolkata,06:10,"14:50
+ 1 day",32h 40m,3 Stop(s),"18,738"
1214,Air India,"Thu, 7 Oct",Bangalore,Kolkata,17:45,"17:00
+ 1 day",23h 15m,2 Stop(s),"19,358"
1215,Air India,"Thu, 7 Oct",Bangalore,Kolkata,13:20,"17:00
+ 1 day",27h 40m,2 Stop(s),"19,358"
1216,Air India,"Thu, 7 Oct",Bangalore,Kolkata,17:45,"21:05
+ 1 day",27h 20m,4 Stop(s),"19,580"
1217,Air India,"Thu, 7 Oct",Bangalore,Kolkata,13:20,"21:05
+ 1 day",31h 45m,4 Stop(s),"19,580"
1218,Air India,"Thu, 7 Oct",Bangalore,Kolkata,13:20,22:20,9h 00m,1 Stop,"21,244"
1219,Air India,"Thu, 7 Oct",Bangalore,Kolkata,10:25,22:20,11h 55m,1 Stop,"21,244"
1220,Air India,"Thu, 7 Oct",Bangalore,Kolkata,06:10,22:20,16h 10m,1 Stop,"21,244"
1221,Air India,"Thu, 7 Oct",Bangalore,Kolkata,10:25,19:10,8h 45m,1 Stop,"22,819"
1222,Air India,"Thu, 7 Oct",Bangalore,Kolkata,06:10,19:10,13h 00m,1 Stop,"22,819"
1223,Air India,"Thu, 7 Oct",Bangalore,Kolkata,17:45,"09:10
+ 1 day",15h 25m,1 Stop,"22,819"
1224,Air India,"Thu, 7 Oct",Bangalore,Kolkata,13:20,"09:10
+ 1 day",19h 50m,1 Stop,"22,819"
1225,Air India,"Thu, 7 Oct",Bangalore,Kolkata,17:45,"19:10
+ 1 day",25h 25m,1 Stop,"22,819"
1226,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,10:35,15:40,5h 05m,1 Stop,"6,486"
1227,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,10:35,16:35,6h 00m,1 Stop,"6,486"
1228,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,16:20,23:50,7h 30m,2 Stop(s),"6,486"
1229,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,10:35,18:20,7h 45m,2 Stop(s),"6,486"
1230,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,05:25,13:55,8h 30m,1 Stop,"6,486"
1231,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,16:20,"01:00
+ 1 day",8h 40m,1 Stop,"6,486"
1232,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,09:05,18:20,9h 15m,1 Stop,"6,486"
1233,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,10:35,22:25,11h 50m,3 Stop(s),"6,486"
1234,Go First,"Thu, 7 Oct",Kolkata,Bangalore,12:55,15:20,2h 25m,Non Stop,"6,488"
1235,Go First,"Thu, 7 Oct",Kolkata,Bangalore,20:30,22:55,2h 25m,Non Stop,"6,488"
1236,SpiceJet,"Thu, 7 Oct",Kolkata,Bangalore,08:50,11:30,2h 40m,Non Stop,"6,488"
1237,Go First,"Thu, 7 Oct",Kolkata,Bangalore,11:00,20:40,9h 40m,1 Stop,"6,488"
1238,Go First,"Thu, 7 Oct",Kolkata,Bangalore,19:50,"07:45
+ 1 day",11h 55m,1 Stop,"6,488"
1239,SpiceJet,"Thu, 7 Oct",Kolkata,Bangalore,20:55,"08:50
+ 1 day",11h 55m,1 Stop,"6,488"
1240,Go First,"Thu, 7 Oct",Kolkata,Bangalore,05:45,19:45,14h 00m,1 Stop,"6,488"
1241,SpiceJet,"Thu, 7 Oct",Kolkata,Bangalore,20:55,"23:10
+ 1 day",26h 15m,1 Stop,"6,488"
1242,SpiceJet,"Thu, 7 Oct",Kolkata,Bangalore,17:40,"21:00
+ 1 day",27h 20m,1 Stop,"6,488"
1243,SpiceJet,"Thu, 7 Oct",Kolkata,Bangalore,20:55,"00:35
+ 2 days",27h 40m,1 Stop,"6,488"
1244,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,07:30,10:00,2h 30m,Non Stop,"6,489"
1245,Air India,"Thu, 7 Oct",Kolkata,Bangalore,14:15,16:45,2h 30m,Non Stop,"6,489"
1246,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,10:40,13:15,2h 35m,Non Stop,"6,489"
1247,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,14:05,16:40,2h 35m,Non Stop,"6,489"
1248,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,16:25,19:00,2h 35m,Non Stop,"6,489"
1249,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,18:30,21:05,2h 35m,Non Stop,"6,489"
1250,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,19:55,22:30,2h 35m,Non Stop,"6,489"
1251,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,21:00,23:35,2h 35m,Non Stop,"6,489"
1252,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,21:55,"00:30
+ 1 day",2h 35m,Non Stop,"6,489"
1253,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,08:35,11:15,2h 40m,Non Stop,"6,489"
1254,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,05:45,10:20,4h 35m,1 Stop,"6,489"
1255,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,09:40,14:15,4h 35m,1 Stop,"6,489"
1256,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,05:40,12:35,6h 55m,1 Stop,"6,489"
1257,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,15:55,23:05,7h 10m,1 Stop,"6,489"
1258,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,16:35,23:50,7h 15m,1 Stop,"6,489"
1259,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,16:30,23:55,7h 25m,1 Stop,"6,489"
1260,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,23:25,"06:50
+ 1 day",7h 25m,1 Stop,"6,489"
1261,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,08:15,16:10,7h 55m,1 Stop,"6,489"
1262,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,06:15,14:15,8h 00m,1 Stop,"6,489"
1263,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,09:40,17:40,8h 00m,1 Stop,"6,489"
1264,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,09:30,17:45,8h 15m,1 Stop,"6,489"
1265,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,05:45,14:15,8h 30m,1 Stop,"6,489"
1266,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,22:00,"06:50
+ 1 day",8h 50m,1 Stop,"6,489"
1267,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,23:25,"08:15
+ 1 day",8h 50m,1 Stop,"6,489"
1268,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,08:25,17:45,9h 20m,1 Stop,"6,489"
1269,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,09:40,19:50,10h 10m,1 Stop,"6,489"
1270,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,23:25,"09:35
+ 1 day",10h 10m,1 Stop,"6,489"
1271,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,22:00,"08:15
+ 1 day",10h 15m,1 Stop,"6,489"
1272,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,21:50,"00:25
+ 1 day",2h 35m,Non Stop,"6,490"
1273,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,08:45,11:30,2h 45m,Non Stop,"6,490"
1274,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,16:15,19:05,2h 50m,Non Stop,"6,490"
1275,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,08:10,15:35,7h 25m,2 Stop(s),"6,542"
1276,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,08:10,18:55,10h 45m,2 Stop(s),"6,542"
1277,SpiceJet,"Thu, 7 Oct",Kolkata,Bangalore,17:40,"09:05
+ 1 day",15h 25m,1 Stop,"6,804"
1278,SpiceJet,"Thu, 7 Oct",Kolkata,Bangalore,06:20,"00:35
+ 1 day",18h 15m,1 Stop,"7,118"
1279,SpiceJet,"Thu, 7 Oct",Kolkata,Bangalore,06:20,"01:25
+ 1 day",19h 05m,1 Stop,"7,118"
1280,SpiceJet,"Thu, 7 Oct",Kolkata,Bangalore,06:20,"08:50
+ 1 day",26h 30m,1 Stop,"7,118"
1281,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,07:35,15:50,8h 15m,2 Stop(s),"7,120"
1282,SpiceJet,"Thu, 7 Oct",Kolkata,Bangalore,10:20,"13:05
+ 1 day",26h 45m,1 Stop,"7,434"
1283,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,16:10,21:20,5h 10m,1 Stop,"7,954"
1284,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,13:20,19:50,6h 30m,1 Stop,"7,954"
1285,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,15:05,22:30,7h 25m,1 Stop,"7,954"
1286,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,13:20,21:10,7h 50m,1 Stop,"7,954"
1287,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,11:25,17:40,6h 15m,1 Stop,"9,419"
1288,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,13:20,23:50,10h 30m,1 Stop,"9,419"
1289,Air India,"Thu, 7 Oct",Kolkata,Bangalore,19:00,"11:20
+ 1 day",16h 20m,1 Stop,"10,374"
1290,Air India,"Thu, 7 Oct",Kolkata,Bangalore,19:00,"22:20
+ 1 day",27h 20m,1 Stop,"10,742"
1291,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,23:40,10h 40m,1 Stop,"12,085"
1292,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,17:35,"07:50
+ 1 day",14h 15m,1 Stop,"12,684"
1293,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,17:35,"08:50
+ 1 day",15h 15m,1 Stop,"12,684"
1294,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,17:35,"10:45
+ 1 day",17h 10m,1 Stop,"12,684"
1295,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,"07:55
+ 1 day",18h 55m,2 Stop(s),"12,684"
1296,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,"11:10
+ 1 day",22h 10m,2 Stop(s),"12,684"
1297,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,17:35,"17:45
+ 1 day",24h 10m,1 Stop,"12,684"
1298,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,17:35,"20:55
+ 1 day",27h 20m,1 Stop,"12,684"
1299,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,"18:30
+ 1 day",29h 30m,2 Stop(s),"12,684"
1300,Go First,"Thu, 7 Oct",Kolkata,Bangalore,13:45,22:20,8h 35m,1 Stop,"13,391"
1301,Go First,"Thu, 7 Oct",Kolkata,Bangalore,05:45,22:20,16h 35m,1 Stop,"13,391"
1302,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,07:10,16:55,9h 45m,1 Stop,"13,734"
1303,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,07:10,18:50,11h 40m,1 Stop,"13,734"
1304,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,07:10,20:25,13h 15m,1 Stop,"13,734"
1305,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,07:10,22:40,15h 30m,1 Stop,"13,734"
1306,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,07:10,23:20,16h 10m,1 Stop,"13,734"
1307,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,07:10,"10:50
+ 1 day",27h 40m,1 Stop,"13,734"
1308,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,14:05,23:05,9h 00m,1 Stop,"13,839"
1309,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,23:55,10h 55m,2 Stop(s),"13,873"
1310,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,"08:55
+ 1 day",19h 55m,2 Stop(s),"13,873"
1311,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,"08:55
+ 1 day",19h 55m,2 Stop(s),"13,873"
1312,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,"12:30
+ 1 day",23h 30m,2 Stop(s),"13,873"
1313,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,"12:30
+ 1 day",23h 30m,2 Stop(s),"13,873"
1314,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,"16:15
+ 1 day",27h 15m,2 Stop(s),"13,873"
1315,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,"16:15
+ 1 day",27h 15m,2 Stop(s),"13,873"
1316,Air India,"Thu, 7 Oct",Kolkata,Bangalore,13:00,"23:55
+ 1 day",34h 55m,2 Stop(s),"13,873"
1317,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,10:40,17:45,7h 05m,1 Stop,"14,102"
1318,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,10:15,16:55,6h 40m,1 Stop,"14,259"
1319,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,10:15,18:50,8h 35m,1 Stop,"14,259"
1320,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,10:15,20:25,10h 10m,1 Stop,"14,259"
1321,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,10:15,22:40,12h 25m,1 Stop,"14,259"
1322,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,10:15,23:20,13h 05m,1 Stop,"14,259"
1323,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,10:15,"10:50
+ 1 day",24h 35m,1 Stop,"14,259"
1324,IndiGo,"Thu, 7 Oct",Kolkata,Bangalore,12:30,17:45,5h 15m,1 Stop,"14,312"
1325,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,16:05,22:40,6h 35m,1 Stop,"14,574"
1326,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,16:05,23:20,7h 15m,1 Stop,"14,574"
1327,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,16:05,"10:50
+ 1 day",18h 45m,1 Stop,"14,574"
1328,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,16:05,"16:55
+ 1 day",24h 50m,1 Stop,"14,574"
1329,Air India,"Thu, 7 Oct",Kolkata,Bangalore,19:00,"07:55
+ 1 day",12h 55m,2 Stop(s),"15,099"
1330,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,20:20,"10:50
+ 1 day",14h 30m,1 Stop,"15,099"
1331,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,20:20,"16:55
+ 1 day",20h 35m,1 Stop,"15,099"
1332,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,20:20,"18:50
+ 1 day",22h 30m,1 Stop,"15,099"
1333,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,20:20,"22:40
+ 1 day",26h 20m,1 Stop,"15,099"
1334,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,20:20,"20:25
+ 1 day",24h 05m,1 Stop,"15,309"
1335,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,09:55,17:45,7h 50m,1 Stop,"17,304"
1336,Vistara,"Thu, 7 Oct",Kolkata,Bangalore,09:55,20:55,11h 00m,1 Stop,"17,304"
1337,Air India,"Thu, 7 Oct",Kolkata,Bangalore,20:30,"08:55
+ 1 day",12h 25m,1 Stop,"18,879"
1338,Air India,"Thu, 7 Oct",Kolkata,Bangalore,10:35,23:55,13h 20m,1 Stop,"18,879"
1339,Air India,"Thu, 7 Oct",Kolkata,Bangalore,20:30,"12:30
+ 1 day",16h 00m,1 Stop,"18,879"
1340,Air India,"Thu, 7 Oct",Kolkata,Bangalore,20:30,"16:15
+ 1 day",19h 45m,1 Stop,"18,879"
1341,Air Asia,"Thu, 7 Oct",Kolkata,Bangalore,07:40,18:45,11h 05m,1 Stop,"19,090"
1342,Air India,"Thu, 7 Oct",Kolkata,Bangalore,06:55,16:15,9h 20m,1 Stop,"20,139"
1343,Air India,"Thu, 7 Oct",Kolkata,Bangalore,06:55,23:55,17h 00m,1 Stop,"20,139"
1344,Air India,"Thu, 7 Oct",Kolkata,Bangalore,10:35,22:20,11h 45m,3 Stop(s),"21,294"
1345,Air India,"Thu, 7 Oct",Kolkata,Bangalore,06:55,18:30,11h 35m,2 Stop(s),"23,394"
1346,Go First,"Thu, 7 Oct",Varanasi,New Delhi,19:15,20:40,1h 25m,Non Stop,"5,432"
